735|697.9622368323278
95|364.62321023756385
-472|671.0923842551747
469|-337.6344789778003
95|691.5174028418014
487|-60.326764717228116
136|-428.6672850699034
800|-153.47729885772026
682|-762.1104951937989
-768|880.9685357820626
-739|-156.9358882061382
-941|-992.7992760146893
490|916.4421867297528
-348|-543.0357476351933
84|-320.88109009112054
698|909.5005362760537
386|-997.1228385629993
-456|943.8519517145924
-370|-160.1800825840038
-78|509.71473692042264
736|110.43410964821146
-670|-305.59548952331886
332|220.08644518614233
403|591.5264070637472
850|26.7407558471632
-162|871.2545124534795
326|-509.35918931308686
-76|558.0942698540716
118|-578.4607117928178
396|782.8805459848072
891|512.4941968260912
571|-104.88165334586074
826|778.4792131000606
-818|369.55687277576453
-411|882.0393791002582
-715|752.4264620409429
-37|-247.53064964602947
734|336.46882751414114
-229|-689.6468613728146
758|881.3017051817058
-99|-91.60313626844822
735|634.3719576346284
-485|-812.0951353105938
822|-382.81123029073854
-55|199.57072036017166
297|-627.5459513347544
-290|-559.5795362715021
-121|835.9567161647283
875|208.15184822335027
868|720.1046498768958
-379|-911.9736608449684
-990|225.68010179471798
209|312.6200880749891
-669|182.31072896395585
700|-542.883182874607
834|144.8535075915156
834|-906.2992560256813
-969|878.5445959799665
128|278.5511936255982
833|224.20103727693208
-220|484.53865557928316
465|-938.038000924248
-250|483.90640828033065
-696|-350.2673746110561
615|-379.2509048683223
955|-608.9693555756579
590|54.200803520559475
45|-703.6614497125895
-765|380.58457616562146
-361|413.9745148154973
-332|-996.0080245359939
-472|-415.7624372866986
-488|-860.2439450216241
214|-845.5279746979554
781|393.8046022999363
547|40.22326857667554
41|-209.48963792488803
-279|782.7988251791185
-475|-331.190693998743
-151|-778.7419264853679
-835|488.0340488497311
64|-417.05886010480504
-977|-441.4475061489611
136|909.5559998799151
129|472.6100849899685
98|-235.81479380650956
-604|495.4000482613619
-489|-224.77599680487265
-647|107.69849705840852
599|-879.0933054957684
-877|-42.97138501393033
-271|49.557898690420416
56|-128.665974447689
-102|506.12009947504157
-793|310.74130408514884
-82|-832.4225716120586
754|952.0066728178904
-883|-367.56888254940395
-618|-239.92984555126748
405|635.5218502429684
